Order ID,Order Date,Region,Product,Category,Sales,Profit,Quantity
ORD7165,2025-07-01,South,Keyboard,Technology,1913.12,428.56,1
ORD7705,2024-10-06,South,Pen,Office Supplies,982.95,95.79,1
ORD7708,2025-03-28,North,Keyboard,Technology,390.82,22.17,5
ORD9157,2025-04-11,East,Binder,Office Supplies,144.86,8.57,3
ORD5504,2025-07-05,West,Printer,Technology,174.74,26.25,4
ORD6843,2025-03-04,West,Monitor,Technology,819.96,147.13,3
ORD7104,2025-05-02,North,Shelf,Furniture,1526.26,321.41,5
ORD8496,2024-12-30,East,Keyboard,Technology,1363.67,332.05,5
ORD6439,2025-02-01,East,Stapler,Office Supplies,314.03,25.96,3
ORD2867,2025-03-08,North,Notebook,Office Supplies,488.86,90.31,1
ORD9610,2025-06-04,East,Printer,Technology,1260.3,180.76,4
ORD5763,2024-11-17,East,Stapler,Office Supplies,1148.34,106.41,4
ORD3445,2025-01-01,East,Stapler,Office Supplies,1664.4,85.8,2
ORD7823,2025-02-19,East,Laptop,Technology,1397.3,115.2,3
ORD3532,2025-01-20,West,Notebook,Office Supplies,536.14,100.5,1
ORD9489,2024-08-16,East,Chair,Furniture,794.54,47.77,3
ORD5660,2025-05-22,North,Monitor,Technology,161.88,12.35,1
ORD6452,2024-08-10,South,Shelf,Furniture,385.57,92.38,5
ORD7005,2025-01-13,South,Desk,Furniture,1112.18,156.5,5
ORD2851,2024-09-20,West,Keyboard,Technology,686.63,40.38,4
ORD7236,2025-07-29,South,Paper,Office Supplies,407.25,59.61,4
ORD4623,2024-09-30,West,Printer,Technology,1317.24,260.29,4
ORD1650,2025-02-01,North,Mouse,Technology,242.29,23.54,4
ORD2269,2025-03-02,North,Mouse,Technology,1764.05,241.4,1
ORD1631,2025-06-09,West,Stapler,Office Supplies,860.34,123.57,5
ORD1294,2024-11-28,South,Printer,Technology,222.52,42.82,4
ORD7506,2025-06-29,East,Printer,Technology,302.92,35.57,3
ORD2836,2024-12-10,West,Table,Furniture,328.85,61.11,2
ORD5205,2025-06-28,West,Binder,Office Supplies,110.31,25.5,2
ORD3833,2025-04-27,North,Binder,Office Supplies,978.07,83.53,3
ORD9026,2025-01-07,West,Table,Furniture,1812.46,386.31,4
ORD6466,2024-11-07,South,Mouse,Technology,1139.03,167.0,2
ORD6677,2024-10-09,East,Desk,Furniture,1637.4,127.73,4
ORD4231,2024-09-26,North,Desk,Furniture,1068.48,240.05,2
ORD1087,2024-10-29,South,Printer,Technology,1917.44,113.76,3
ORD2447,2025-04-30,South,Keyboard,Technology,894.6,58.12,4
ORD9972,2025-01-19,West,Paper,Office Supplies,229.96,36.51,3
ORD4060,2025-05-23,West,Monitor,Technology,226.35,22.92,4
ORD7354,2025-03-04,South,Table,Furniture,956.95,114.37,5
ORD3359,2025-06-17,West,Stapler,Office Supplies,600.57,42.31,2
ORD1231,2024-10-02,North,Mouse,Technology,331.72,67.0,3
ORD7734,2024-11-24,East,Monitor,Technology,1945.6,484.79,2
ORD2506,2025-06-06,North,Chair,Furniture,1279.77,117.4,4
ORD5364,2024-10-26,East,Pen,Office Supplies,1754.99,197.61,1
ORD4498,2024-08-06,North,Stapler,Office Supplies,1047.86,131.91,3
ORD9836,2025-05-01,North,Monitor,Technology,1713.8,217.49,1
ORD5305,2025-04-03,West,Cabinet,Furniture,1105.01,68.17,2
ORD4960,2025-03-14,South,Cabinet,Furniture,652.69,100.12,4
ORD8075,2025-05-13,South,Monitor,Technology,1424.31,252.53,2
ORD8950,2025-05-01,North,Printer,Technology,308.46,23.67,1
ORD5297,2024-11-03,South,Pen,Office Supplies,533.77,69.58,2
ORD8255,2025-06-06,West,Stapler,Office Supplies,1251.1,220.37,4
ORD9479,2025-01-09,West,Stapler,Office Supplies,341.39,77.9,5
ORD3518,2024-08-08,East,Keyboard,Technology,1274.81,315.64,4
ORD5583,2025-05-25,North,Binder,Office Supplies,1581.5,365.53,5
ORD4339,2025-06-21,North,Shelf,Furniture,1623.13,343.02,5
ORD9657,2025-03-28,South,Monitor,Technology,255.17,45.36,5
ORD6097,2024-09-12,West,Notebook,Office Supplies,1266.53,156.33,3
ORD1122,2024-12-07,East,Paper,Office Supplies,1848.65,428.05,2
ORD4346,2024-11-14,East,Laptop,Technology,22.77,4.46,4
ORD7305,2024-09-13,West,Table,Furniture,1626.23,364.27,1
ORD8123,2024-11-04,South,Binder,Office Supplies,559.87,116.42,2
ORD6406,2024-11-06,South,Keyboard,Technology,1386.07,87.14,2
ORD7531,2025-07-22,North,Shelf,Furniture,411.35,55.34,3
ORD2430,2025-03-05,East,Stapler,Office Supplies,567.13,61.91,5
ORD3342,2024-09-15,North,Printer,Technology,1801.77,252.37,5
ORD6725,2025-07-19,North,Laptop,Technology,1512.22,370.81,2
ORD2839,2025-07-11,South,Keyboard,Technology,1461.72,204.27,3
ORD7806,2024-10-01,West,Table,Furniture,1748.86,177.03,2
ORD8973,2025-05-08,West,Cabinet,Furniture,1320.33,328.86,5
ORD3825,2025-04-19,West,Desk,Furniture,39.16,7.25,5
ORD1557,2025-05-19,East,Notebook,Office Supplies,1897.36,153.02,3
ORD2213,2024-08-02,North,Monitor,Technology,408.63,63.36,2
ORD5218,2025-01-23,West,Desk,Furniture,436.15,62.14,2
ORD9167,2024-11-08,South,Stapler,Office Supplies,1559.57,311.02,2
ORD1308,2024-11-09,South,Cabinet,Furniture,1338.92,133.68,5
ORD2341,2025-04-21,East,Table,Furniture,844.45,142.32,1
ORD6246,2025-01-04,North,Cabinet,Furniture,1359.63,180.71,3
ORD6623,2024-09-07,South,Monitor,Technology,158.68,14.22,2
ORD7477,2024-11-20,West,Pen,Office Supplies,481.15,47.82,4
ORD8003,2024-12-05,East,Notebook,Office Supplies,582.99,32.49,5
ORD8645,2024-11-15,North,Laptop,Technology,1415.16,319.06,4
ORD9656,2025-05-18,South,Pen,Office Supplies,1861.0,247.61,5
ORD1048,2025-06-26,East,Monitor,Technology,1346.19,288.43,5
ORD1529,2024-10-05,North,Laptop,Technology,93.6,5.76,3
ORD1164,2025-07-17,West,Laptop,Technology,236.99,16.66,4
ORD5320,2025-04-17,South,Desk,Furniture,1589.31,241.75,3
ORD5478,2025-01-09,South,Desk,Furniture,107.64,18.76,2
ORD9510,2025-04-06,East,Laptop,Technology,1971.19,103.21,4
ORD8149,2024-12-28,West,Printer,Technology,1978.55,418.35,1
ORD3581,2025-02-06,North,Chair,Furniture,1807.02,321.39,1
ORD3052,2025-01-28,East,Mouse,Technology,1156.86,115.22,2
ORD9179,2025-03-10,North,Printer,Technology,1970.97,480.19,5
ORD7707,2025-03-15,South,Monitor,Technology,1376.5,304.37,4
ORD9732,2025-06-28,North,Shelf,Furniture,1501.93,230.87,2
ORD5104,2024-11-01,East,Monitor,Technology,604.21,85.78,5
ORD9796,2024-09-06,North,Binder,Office Supplies,1711.39,145.23,4
ORD8901,2025-03-22,North,Table,Furniture,1280.68,237.86,3
ORD7070,2025-07-25,East,Table,Furniture,1996.93,486.79,5
ORD1674,2024-08-07,East,Stapler,Office Supplies,95.32,21.91,2
ORD6037,2024-11-20,North,Chair,Furniture,815.6,163.32,3
ORD8991,2025-05-22,North,Shelf,Furniture,1501.95,308.85,1
ORD5626,2024-11-10,West,Pen,Office Supplies,1555.03,358.3,2
ORD3891,2024-10-05,West,Laptop,Technology,1339.49,99.15,5
ORD1809,2025-02-20,North,Pen,Office Supplies,1028.25,170.56,5
ORD2215,2025-02-28,West,Mouse,Technology,328.59,17.19,3
ORD7930,2024-11-30,East,Chair,Furniture,1647.94,278.56,4
ORD4348,2025-07-06,West,Notebook,Office Supplies,1123.02,210.26,3
ORD3243,2025-04-03,West,Keyboard,Technology,1152.28,161.97,4
ORD7442,2025-02-22,West,Keyboard,Technology,1535.98,306.71,4
ORD1495,2024-08-16,South,Chair,Furniture,841.03,59.63,5
ORD5073,2025-05-11,East,Pen,Office Supplies,1461.3,340.14,4
ORD4832,2025-03-29,West,Monitor,Technology,837.95,162.98,1
ORD3118,2025-06-11,South,Stapler,Office Supplies,151.56,8.61,3
ORD7463,2025-02-21,West,Cabinet,Furniture,1896.07,185.72,2
ORD9521,2025-07-22,North,Desk,Furniture,1787.39,213.82,3
ORD4693,2024-11-30,South,Keyboard,Technology,1317.08,129.11,1
ORD1583,2025-04-07,North,Shelf,Furniture,1930.09,367.7,5
ORD4513,2025-05-28,South,Desk,Furniture,1171.11,280.13,3
ORD2671,2024-08-12,North,Notebook,Office Supplies,1190.92,115.92,5
ORD2375,2025-07-17,South,Notebook,Office Supplies,1318.13,299.35,1
ORD5000,2024-09-09,South,Paper,Office Supplies,1643.39,402.37,2
ORD9365,2025-05-21,East,Shelf,Furniture,1096.77,58.56,4
ORD2179,2024-07-29,West,Binder,Office Supplies,547.4,81.95,4
ORD2777,2025-05-31,North,Notebook,Office Supplies,656.9,79.98,3
ORD2489,2024-11-02,East,Stapler,Office Supplies,53.76,10.34,2
ORD2137,2025-02-21,East,Printer,Technology,176.17,18.36,2
ORD4626,2025-03-20,West,Keyboard,Technology,1153.79,273.37,1
ORD9006,2024-12-06,East,Cabinet,Furniture,444.89,32.65,5
ORD8584,2025-05-02,North,Cabinet,Furniture,1702.61,259.23,1
ORD8133,2025-01-08,West,Desk,Furniture,1030.76,152.58,3
ORD1222,2024-09-21,West,Stapler,Office Supplies,274.46,18.99,1
ORD3115,2025-03-27,South,Chair,Furniture,1252.71,165.84,5
ORD3370,2024-12-05,West,Notebook,Office Supplies,1916.18,370.5,2
ORD6253,2025-05-22,South,Notebook,Office Supplies,1939.51,251.81,2
ORD5651,2025-03-05,West,Keyboard,Technology,1167.58,214.54,4
ORD6770,2024-12-06,East,Paper,Office Supplies,702.26,82.47,1
ORD7989,2025-02-12,South,Cabinet,Furniture,773.24,155.09,1
ORD7183,2025-04-09,West,Binder,Office Supplies,1557.13,298.39,1
ORD7242,2025-01-03,East,Printer,Technology,1463.75,141.92,2
ORD4358,2024-12-19,East,Printer,Technology,565.58,77.27,2
ORD1739,2025-04-24,West,Cabinet,Furniture,616.43,65.18,5
ORD6977,2024-12-31,North,Monitor,Technology,623.66,77.26,3
ORD2047,2024-10-30,North,Keyboard,Technology,1722.31,395.11,5
ORD6512,2025-05-04,East,Keyboard,Technology,1804.24,381.75,5
ORD3486,2024-09-02,South,Table,Furniture,1776.8,331.24,2
ORD3567,2025-06-25,East,Paper,Office Supplies,486.02,87.33,2
ORD8514,2025-02-04,North,Desk,Furniture,557.28,42.4,5
ORD8851,2025-05-24,South,Keyboard,Technology,296.11,33.07,5
ORD4781,2025-01-04,North,Binder,Office Supplies,457.6,103.88,3
ORD7346,2025-04-01,West,Binder,Office Supplies,1500.07,273.28,3
ORD7332,2024-12-26,East,Monitor,Technology,595.18,71.09,5
ORD3594,2024-11-15,East,Cabinet,Furniture,953.34,91.85,2
ORD8860,2024-12-28,West,Desk,Furniture,1966.32,483.75,5
ORD5852,2024-12-12,West,Table,Furniture,1005.97,93.75,4
ORD9254,2024-12-16,East,Keyboard,Technology,474.43,30.34,4
ORD3948,2024-09-12,West,Stapler,Office Supplies,913.99,219.07,5
ORD1658,2025-06-23,East,Notebook,Office Supplies,1601.56,396.9,3
ORD2117,2024-08-13,North,Desk,Furniture,383.3,50.9,5
ORD3315,2025-03-30,North,Binder,Office Supplies,1685.93,104.99,1
ORD8135,2024-11-15,East,Notebook,Office Supplies,1879.86,424.19,5
ORD4446,2024-11-12,North,Pen,Office Supplies,1290.13,319.47,1
ORD7210,2025-06-19,North,Table,Furniture,1392.3,311.23,2
ORD4039,2024-08-17,South,Desk,Furniture,728.79,99.64,4
ORD3508,2025-06-15,West,Keyboard,Technology,1877.05,404.33,4
ORD7877,2025-04-27,North,Stapler,Office Supplies,755.7,171.32,4
ORD4048,2024-10-10,South,Mouse,Technology,1670.57,190.01,5
ORD6878,2024-09-22,East,Printer,Technology,1841.83,379.11,2
ORD7772,2025-01-11,East,Chair,Furniture,831.81,97.9,5
ORD4544,2025-05-29,South,Mouse,Technology,1471.14,238.18,2
ORD1981,2024-09-12,South,Pen,Office Supplies,1545.34,213.87,5
ORD8654,2024-11-21,North,Cabinet,Furniture,1281.02,269.94,5
ORD8029,2025-06-15,West,Stapler,Office Supplies,612.91,78.8,4
ORD5333,2024-08-24,North,Keyboard,Technology,504.31,121.94,4
ORD7879,2025-05-27,South,Laptop,Technology,150.8,11.8,5
ORD8791,2024-11-03,South,Stapler,Office Supplies,1707.98,233.55,2
ORD6490,2025-04-19,North,Table,Furniture,906.16,210.8,1
ORD4953,2024-09-18,West,Chair,Furniture,1104.86,251.1,1
ORD1996,2024-12-12,East,Stapler,Office Supplies,1835.48,193.86,5
ORD8279,2024-11-15,North,Notebook,Office Supplies,1424.2,240.52,3
ORD6157,2025-02-04,North,Table,Furniture,86.46,5.46,2
ORD8848,2025-06-30,West,Shelf,Furniture,950.36,102.11,1
ORD2598,2025-02-18,South,Chair,Furniture,1351.03,289.35,1
ORD2461,2025-07-10,South,Shelf,Furniture,799.36,119.44,4
ORD6306,2025-05-26,East,Monitor,Technology,831.15,182.77,3
ORD6982,2025-02-14,West,Notebook,Office Supplies,1675.54,249.56,3
ORD6378,2024-10-09,West,Printer,Technology,179.28,11.83,1
ORD6066,2025-01-18,South,Desk,Furniture,408.61,43.62,4
ORD6753,2024-09-12,North,Pen,Office Supplies,1879.92,230.61,3
ORD2271,2025-06-14,South,Chair,Furniture,1863.37,459.5,1
ORD3105,2025-05-03,South,Notebook,Office Supplies,1451.45,105.27,4
ORD6602,2024-12-27,East,Mouse,Technology,320.72,46.83,5
ORD9080,2024-12-20,West,Pen,Office Supplies,465.07,41.65,3
ORD8097,2024-11-30,East,Mouse,Technology,1660.18,151.39,1
ORD9547,2025-01-27,North,Laptop,Technology,1437.75,270.43,5
ORD8529,2025-03-28,East,Mouse,Technology,1879.66,309.67,3
ORD2141,2024-12-12,East,Pen,Office Supplies,1355.12,277.58,1
ORD5582,2024-09-25,West,Chair,Furniture,1807.49,300.1,5
ORD4286,2025-04-06,South,Notebook,Office Supplies,1721.36,192.63,2
ORD3898,2025-03-13,South,Keyboard,Technology,829.52,150.64,5
ORD1204,2024-08-01,East,Shelf,Furniture,385.45,72.37,3
ORD9627,2024-10-18,East,Mouse,Technology,406.19,95.27,2
ORD4204,2025-01-10,North,Table,Furniture,1365.83,216.63,5
ORD6175,2024-12-27,West,Pen,Office Supplies,682.66,111.15,2
ORD8898,2025-02-02,West,Mouse,Technology,44.91,11.15,1
ORD7328,2025-05-17,East,Chair,Furniture,348.79,46.88,2
ORD6649,2025-04-13,East,Shelf,Furniture,595.55,116.39,4
ORD1502,2024-10-23,South,Printer,Technology,643.77,111.17,5
ORD8547,2025-05-28,South,Notebook,Office Supplies,1333.45,78.47,4
ORD4718,2024-08-24,South,Pen,Office Supplies,867.32,172.8,4
ORD3937,2025-05-16,West,Chair,Furniture,749.49,178.52,3
ORD5811,2025-04-15,North,Paper,Office Supplies,1188.46,100.28,1
ORD7044,2025-01-26,West,Mouse,Technology,1404.91,75.36,1
ORD5516,2024-11-12,East,Keyboard,Technology,779.76,104.01,2
ORD3736,2025-03-02,South,Monitor,Technology,297.85,14.99,2
ORD9898,2024-08-07,West,Pen,Office Supplies,1967.35,361.27,3
ORD7063,2024-09-24,East,Table,Furniture,238.61,47.27,1
ORD2439,2025-03-28,South,Keyboard,Technology,1560.37,277.37,1
ORD9905,2024-09-05,South,Notebook,Office Supplies,1590.86,259.49,2
ORD2532,2025-07-25,North,Notebook,Office Supplies,1226.92,201.32,4
ORD1220,2025-03-20,West,Monitor,Technology,1811.86,223.04,3
ORD3404,2024-08-28,South,Desk,Furniture,484.9,106.87,1
ORD2227,2025-01-21,West,Paper,Office Supplies,744.31,120.76,4
ORD9927,2025-04-03,West,Printer,Technology,303.65,21.14,2
ORD5103,2025-06-24,South,Binder,Office Supplies,1522.22,170.59,5
ORD9688,2025-04-21,East,Shelf,Furniture,1914.63,266.7,1
ORD1865,2025-03-02,South,Binder,Office Supplies,383.78,82.27,1
ORD5251,2024-09-03,West,Cabinet,Furniture,125.01,9.93,5
ORD9899,2024-08-18,East,Stapler,Office Supplies,386.87,94.35,4
ORD5745,2025-01-28,North,Paper,Office Supplies,44.98,4.61,1
ORD8553,2024-11-27,North,Cabinet,Furniture,341.26,72.99,3
ORD1237,2024-09-05,South,Paper,Office Supplies,357.66,86.12,1
ORD1265,2025-07-26,North,Stapler,Office Supplies,874.25,194.26,1
ORD1472,2025-03-02,East,Table,Furniture,185.76,45.24,1
ORD1980,2025-07-07,East,Pen,Office Supplies,1871.75,107.59,5
ORD9806,2024-09-01,West,Keyboard,Technology,1832.59,243.21,4
ORD3512,2024-10-26,East,Mouse,Technology,494.52,106.26,4
ORD3676,2025-06-09,East,Shelf,Furniture,1148.84,241.12,4
ORD3418,2025-03-20,South,Binder,Office Supplies,1025.84,183.16,3
ORD1024,2025-03-18,North,Chair,Furniture,513.16,49.75,1
ORD5415,2025-01-16,North,Shelf,Furniture,1969.57,396.53,2
ORD8838,2024-08-23,West,Cabinet,Furniture,125.89,14.43,4
ORD9198,2025-03-15,West,Stapler,Office Supplies,1428.67,149.66,3
ORD7506,2024-10-27,West,Keyboard,Technology,1856.85,323.31,3
ORD4541,2024-10-16,West,Stapler,Office Supplies,281.51,37.85,2
ORD7791,2024-12-26,South,Monitor,Technology,1718.54,181.42,3
ORD8090,2025-01-28,West,Mouse,Technology,282.45,21.92,5
ORD8276,2025-02-04,West,Binder,Office Supplies,143.86,28.89,1
ORD3441,2025-01-21,South,Desk,Furniture,897.87,196.33,1
ORD7146,2024-11-07,West,Binder,Office Supplies,342.61,40.06,4
ORD6058,2025-06-10,West,Pen,Office Supplies,1179.36,222.71,1
ORD9983,2024-09-08,South,Chair,Furniture,302.57,31.21,2
ORD4774,2024-11-11,South,Cabinet,Furniture,896.43,99.58,2
ORD7857,2025-03-21,East,Desk,Furniture,598.49,135.18,3
ORD2708,2025-06-27,West,Table,Furniture,81.04,5.31,1
ORD3871,2025-06-08,South,Keyboard,Technology,159.62,23.62,3
ORD4183,2025-07-11,East,Binder,Office Supplies,208.31,14.92,5
ORD6002,2024-12-14,North,Chair,Furniture,1140.76,141.48,3
ORD2810,2024-11-21,North,Shelf,Furniture,621.47,101.81,4
ORD9576,2024-11-21,East,Printer,Technology,354.1,74.39,5
ORD7016,2025-05-02,North,Cabinet,Furniture,114.96,9.43,2
ORD4872,2024-08-21,South,Keyboard,Technology,1902.4,229.72,5
ORD9017,2025-04-26,West,Shelf,Furniture,537.45,88.21,5
ORD2826,2024-08-25,East,Paper,Office Supplies,494.84,84.68,3
ORD6295,2024-09-18,South,Printer,Technology,1081.61,212.01,4
ORD3070,2025-02-13,South,Paper,Office Supplies,790.19,115.26,1
ORD7361,2025-05-30,North,Cabinet,Furniture,1415.4,237.39,5
ORD4808,2025-06-11,West,Printer,Technology,634.7,83.06,5
ORD7787,2024-10-24,West,Desk,Furniture,515.04,65.31,5
ORD6741,2025-07-15,South,Monitor,Technology,777.41,177.17,5
ORD4146,2024-10-05,West,Shelf,Furniture,1746.29,285.06,3
ORD9282,2024-11-13,North,Laptop,Technology,1228.92,252.56,3
ORD4541,2024-11-19,West,Stapler,Office Supplies,746.24,86.16,1
ORD2200,2025-02-13,South,Laptop,Technology,1957.19,424.4,3
ORD4641,2025-07-12,West,Printer,Technology,698.83,77.38,5
ORD6605,2025-05-25,North,Notebook,Office Supplies,47.75,7.49,5
ORD6731,2025-06-24,West,Binder,Office Supplies,1946.67,282.13,5
ORD3892,2025-05-21,South,Shelf,Furniture,1886.66,405.97,2
ORD8256,2024-09-22,East,Table,Furniture,90.87,15.27,4
ORD9786,2025-01-11,East,Keyboard,Technology,677.1,135.72,5
ORD2205,2025-07-08,North,Notebook,Office Supplies,1870.83,220.31,4
ORD4494,2025-04-07,East,Shelf,Furniture,1065.06,79.26,5
ORD5068,2025-05-26,West,Monitor,Technology,92.97,20.52,1
ORD7562,2024-11-13,East,Chair,Furniture,1997.49,338.01,3
ORD4002,2024-10-21,West,Printer,Technology,469.96,33.12,5
ORD6536,2025-06-06,South,Printer,Technology,1954.68,127.56,3
ORD8091,2025-05-14,West,Chair,Furniture,683.86,124.63,3
ORD4050,2024-11-26,North,Pen,Office Supplies,1498.47,108.67,5
ORD2262,2025-07-10,East,Laptop,Technology,1445.01,128.05,2
ORD8291,2025-05-16,North,Notebook,Office Supplies,1997.89,467.67,2
ORD5060,2024-10-21,North,Mouse,Technology,715.39,145.22,1
ORD3642,2024-11-05,South,Mouse,Technology,1214.06,131.82,1
ORD1465,2025-03-09,West,Cabinet,Furniture,1547.32,131.93,2
ORD7795,2024-09-08,North,Paper,Office Supplies,113.97,17.69,4
ORD9419,2025-05-20,East,Shelf,Furniture,1816.21,169.45,3
ORD4562,2025-05-30,North,Table,Furniture,1122.7,211.5,3
ORD9374,2025-07-04,North,Laptop,Technology,1992.48,144.92,5
ORD8657,2024-11-08,North,Paper,Office Supplies,1482.32,207.51,4
ORD3488,2024-08-31,North,Paper,Office Supplies,207.75,23.09,1
ORD2396,2025-05-27,North,Notebook,Office Supplies,87.68,10.33,1
ORD5625,2024-12-09,West,Keyboard,Technology,1114.23,138.66,2
ORD5252,2025-01-25,North,Pen,Office Supplies,1606.6,369.69,2
ORD3848,2025-07-04,North,Cabinet,Furniture,1680.25,389.31,2
ORD7035,2025-02-05,South,Binder,Office Supplies,1054.61,261.17,3
ORD2977,2024-08-29,West,Chair,Furniture,1498.89,181.69,5
ORD3979,2024-12-07,West,Laptop,Technology,1743.86,265.75,1
ORD7738,2024-10-24,West,Paper,Office Supplies,1692.32,149.88,3
ORD3245,2025-01-11,North,Binder,Office Supplies,1478.28,191.59,2
ORD1114,2025-05-29,West,Table,Furniture,1458.98,315.43,5
ORD4563,2024-10-19,West,Printer,Technology,342.88,65.4,5
ORD5692,2024-10-02,South,Printer,Technology,169.39,30.69,4
ORD3224,2025-03-19,North,Binder,Office Supplies,441.5,104.42,2
ORD6422,2025-01-25,South,Chair,Furniture,851.01,196.1,3
ORD2497,2024-12-17,West,Notebook,Office Supplies,79.83,4.36,2
ORD8453,2024-12-04,East,Desk,Furniture,1766.68,157.16,1
ORD5638,2024-10-19,South,Cabinet,Furniture,831.51,166.6,3
ORD8574,2025-07-24,South,Binder,Office Supplies,1202.98,208.1,3
ORD1483,2025-06-22,North,Cabinet,Furniture,1785.22,406.96,1
ORD5141,2025-01-29,West,Desk,Furniture,1365.66,104.12,5
ORD6864,2025-07-10,North,Paper,Office Supplies,832.71,196.36,4
ORD7332,2025-01-13,South,Binder,Office Supplies,965.72,235.4,1
ORD6761,2025-06-11,East,Keyboard,Technology,717.57,102.68,1
ORD9027,2025-01-27,South,Chair,Furniture,34.7,1.92,3
ORD3912,2024-09-25,East,Printer,Technology,336.99,19.52,5
ORD8405,2025-03-29,North,Keyboard,Technology,1459.42,342.93,5
ORD1262,2025-04-12,West,Desk,Furniture,400.31,88.3,2
ORD9161,2024-09-03,West,Printer,Technology,1490.61,344.96,5
ORD9079,2025-07-18,South,Cabinet,Furniture,1830.86,162.0,3
ORD8027,2025-07-22,East,Stapler,Office Supplies,82.55,5.33,4
ORD2519,2025-04-30,North,Pen,Office Supplies,1499.88,248.9,4
ORD8153,2025-03-08,West,Pen,Office Supplies,1692.42,244.46,5
ORD8489,2025-07-18,South,Table,Furniture,323.16,66.76,4
ORD7283,2024-08-03,North,Keyboard,Technology,410.11,77.78,4
ORD1270,2025-03-10,North,Desk,Furniture,472.03,107.66,2
ORD8242,2025-07-27,East,Keyboard,Technology,1197.04,196.92,4
ORD1682,2024-10-08,North,Table,Furniture,1618.76,265.77,5
ORD8290,2024-09-18,North,Printer,Technology,1564.29,201.05,5
ORD9709,2025-01-02,South,Mouse,Technology,1950.59,128.51,2
ORD3892,2025-07-07,West,Stapler,Office Supplies,1987.3,186.3,3
ORD2540,2025-01-23,South,Notebook,Office Supplies,986.82,63.15,2
ORD9310,2025-06-20,North,Chair,Furniture,1446.32,258.58,3
ORD7613,2024-12-15,East,Desk,Furniture,379.87,52.28,5
ORD5790,2025-02-20,South,Notebook,Office Supplies,102.12,5.66,3
ORD4792,2025-02-17,North,Stapler,Office Supplies,1248.11,212.6,4
ORD3193,2024-08-18,East,Laptop,Technology,476.85,60.44,1
ORD1881,2024-08-24,East,Binder,Office Supplies,245.02,33.1,1
ORD4043,2024-10-02,East,Cabinet,Furniture,1635.56,317.23,3
ORD4126,2025-01-23,East,Pen,Office Supplies,993.85,101.75,1
ORD2956,2025-02-27,South,Mouse,Technology,533.09,90.0,2
ORD3504,2024-09-10,East,Monitor,Technology,1271.36,108.8,5
ORD3522,2025-07-13,South,Notebook,Office Supplies,1688.32,318.25,2
ORD6330,2025-04-02,West,Shelf,Furniture,1628.19,130.68,4
ORD2560,2025-03-04,South,Stapler,Office Supplies,1322.71,178.79,5
ORD2600,2024-09-10,North,Chair,Furniture,1620.77,364.18,2
ORD2279,2025-04-05,West,Shelf,Furniture,849.12,84.68,2
ORD2338,2024-11-26,West,Notebook,Office Supplies,1100.53,268.49,2
ORD4251,2025-07-29,South,Binder,Office Supplies,1187.7,295.02,2
ORD7477,2025-03-23,South,Paper,Office Supplies,1169.3,210.74,3
ORD2295,2024-09-21,East,Notebook,Office Supplies,676.09,69.53,3
ORD2164,2025-02-16,North,Table,Furniture,1233.45,77.39,3
ORD6046,2025-04-19,West,Mouse,Technology,1872.98,362.09,4
ORD1539,2024-08-08,West,Table,Furniture,1851.11,341.02,5
ORD7725,2025-01-23,East,Paper,Office Supplies,1332.32,230.07,1
ORD9079,2025-02-15,East,Printer,Technology,577.89,141.29,5
ORD9222,2024-11-10,East,Monitor,Technology,625.45,134.36,3
ORD6027,2025-07-07,North,Table,Furniture,1885.47,463.26,5
ORD5921,2024-09-05,West,Table,Furniture,437.05,42.89,2
ORD4309,2025-05-10,West,Notebook,Office Supplies,1238.13,243.55,3
ORD1379,2025-02-25,East,Cabinet,Furniture,1941.39,326.07,1
ORD5779,2024-12-30,North,Pen,Office Supplies,1029.58,213.39,2
ORD2454,2024-08-03,East,Notebook,Office Supplies,400.41,96.91,4
ORD7820,2025-01-07,West,Stapler,Office Supplies,1540.29,207.22,4
ORD1799,2025-03-13,South,Paper,Office Supplies,601.18,146.71,3
ORD6661,2024-12-17,East,Desk,Furniture,853.43,65.85,3
ORD3740,2025-03-05,East,Stapler,Office Supplies,682.81,43.16,5
ORD3253,2024-10-25,North,Cabinet,Furniture,1745.51,191.95,5
ORD4532,2024-10-31,South,Desk,Furniture,1191.06,81.1,4
ORD4111,2024-10-09,North,Pen,Office Supplies,701.12,89.33,3
ORD8306,2025-02-16,East,Shelf,Furniture,1202.49,125.93,1
ORD9592,2024-10-04,North,Laptop,Technology,1608.82,323.49,5
ORD3824,2025-01-10,North,Paper,Office Supplies,1706.81,343.19,4
ORD3873,2025-02-13,South,Cabinet,Furniture,1860.06,132.22,1
ORD3800,2024-12-09,North,Mouse,Technology,1867.98,158.62,4
ORD3793,2025-03-29,East,Binder,Office Supplies,717.53,88.97,1
ORD2912,2025-04-02,South,Chair,Furniture,669.14,133.36,3
ORD9794,2025-02-28,South,Paper,Office Supplies,473.9,25.87,2
ORD7857,2024-10-12,South,Pen,Office Supplies,1271.49,100.82,3
ORD6771,2025-06-17,West,Laptop,Technology,1907.13,326.04,5
ORD2823,2025-02-17,South,Desk,Furniture,1548.01,261.66,3
ORD6894,2025-03-28,East,Laptop,Technology,1087.63,137.2,5
ORD1205,2024-10-22,South,Chair,Furniture,165.05,40.75,2
ORD1940,2025-04-26,South,Desk,Furniture,688.29,60.94,2
ORD3172,2024-12-23,West,Desk,Furniture,1828.7,124.17,2
